user_id,item_id_list,item_id_list_len,gender,age,consume_level,label
10000080,407;139,2,0,3,0,139
10000080,407;139,2,0,3,0,407
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,12346
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,28198
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,471667
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,104070
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,1390849
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,86986
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,51013
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,200
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,672875
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,395203
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,98519
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,4673
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,11268
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,209553
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,11268
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,589
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,124
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,431
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,2697
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,3927
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,714
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,110
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,179845
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,114081
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,652
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,117946
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,10660
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,110
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,40576
100001,12346;200;179845;11268;86986;28198;114081;40576;2697;10660;117946;209553;124;11268;652;4673;714;285;589;51013;1390849;471667;98519;672875;3927;110;110;431;104070;395203,30,0,0,1,285
10000138,234;289;685457;7;329,5,0,2,1,289
10000138,234;289;685457;7;329,5,0,2,1,685457
10000138,234;289;685457;7;329,5,0,2,1,234
10000138,234;289;685457;7;329,5,0,2,1,7
10000138,234;289;685457;7;329,5,0,2,1,329
10000326,416;29;182;868;47;141,6,1,4,0,416
10000326,416;29;182;868;47;141,6,1,4,0,141
10000326,416;29;182;868;47;141,6,1,4,0,868
10000326,416;29;182;868;47;141,6,1,4,0,29
10000326,416;29;182;868;47;141,6,1,4,0,182
10000326,416;29;182;868;47;141,6,1,4,0,47
10000364,104;239,2,1,2,0,104
10000364,104;239,2,1,2,0,239
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,26549
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,302
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,26549
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,26549
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,497084
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,497084
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,1192417
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,1526221
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,1192417
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,2309828
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,26549
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,478917
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,478917
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,478917
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,478917
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,2309828
10000535,497084;497084;26549;26549;26549;26549;478917;478917;478917;478917;2309828;2309828;2309828;1192417;1526221;1192417;302,17,0,4,0,2309828
10001186,89;1814163,2,1,3,1,1814163
10001186,89;1814163,2,1,3,1,89
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,112759
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,540194
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,491314
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,216309
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,16144
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,33688
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,564162
10001217,33688;16144;112759;169341;216309;491314;540194;564162,8,0,3,1,169341
10001244,156;170;2342723;459,4,1,2,1,2342723
10001244,156;170;2342723;459,4,1,2,1,156
10001244,156;170;2342723;459,4,1,2,1,459
10001244,156;170;2342723;459,4,1,2,1,170
1000125,445;37,2,1,4,0,445
1000125,445;37,2,1,4,0,37
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,84211
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,184
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,726766
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,104802
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,931416
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,701223
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,701223
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,701223
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,701223
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,664220
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,701223
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,428
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,633544
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,688439
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,2148720
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,376063
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,1240105
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,50662
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,552
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,1182611
10001367,213;552;1182611;1182611;184;428;84211;84211;84211;2148720;795296;664220;104802;795296;726766;701223;701223;701223;701223;376063;688439;931416;1240105;50662;701223;633544,26,0,4,0,795296